,0,1,2,3,4,5,6,7
0,50.871540693327645,54.859932036317055,49.87108117380823,28.91847314308338,268.6606363613242,9662.45279275022,5441.448877502209,10258.968822155362
1,15.959699041043967,13.964346336517067,17.95358922257096,9.971887290718406,158.4408881105245,3218.3017269400825,1659.0597043967537,3246.818691905682
2,19.94962380130496,13.964346336517067,17.95358922257096,13.960642207005769,292.27915384363837,8953.480445461511,3423.0564937855215,1643.9697896090895
3,9.97481190065248,5.984719858507315,3.9896864939046583,2.991566187215522,60.03039860088196,1626.2587838446445,879.7152447280304,1381.1423919654246
4,6.982368330456736,2.9923599292536576,4.9871081173808225,10.969076019790247,36.41188111856774,1411.9066050334384,553.7516803009543,1040.315163861634
5,3.9899247602609917,0.9974533097512192,0.9974216234761646,3.9887549162873626,30.50725174798919,897.6626455380093,451.18555873553805,628.2405878458748
6,1.9949623801304959,0.9974533097512192,2.9922648704284938,1.9943774581436813,1.968209790192851,212.84265642521183,216.8114333433327,574.0475868824577
7,3.9899247602609917,0.0,2.9922648704284938,3.9887549162873626,44.28472027933915,846.3388844141994,307.17148393478243,573.787876015221
8,7.9798495205219835,7.979626478009753,10.97163785823781,9.971887290718406,144.66341957917456,5183.19669937614,1777.6956891868883,497.47616619213443
9,8.977330710587232,4.987266548756096,6.981951364333152,2.991566187215522,137.77468531349956,3948.4073876327125,1080.7202552273777,469.7303885423338
